epoch,samples,train_loss,validation_loss,CER,WER,character_accuracy,word_accuracy,blank_percentage,unique_predicted_characters,unique_predicted_sequences,average_prediction_length,learning_rate,training_time
31,126419,1.516309164032638,2.0666695245369735,0.5660615473648164,0.9976720124159337,0.4339384526351836,0.002327987584066271,93.23373418666269,50,5506,4.970253491981376,0.0003,996.5927531719208
32,126419,1.5107759093821909,2.050822354545278,0.5576385717471836,0.9967235730298327,0.44236142825281644,0.003276426970167279,93.10860357502706,53,6032,5.074495602690119,0.0003,1039.885504245758
33,126419,1.501536141208865,2.1242776186341423,0.6215487186868123,0.9868942921193309,0.3784512813131877,0.013105707880669115,94.52469026383551,52,5520,4.028625625107777,0.0003,1153.679940700531
34,126419,1.4967932942033688,2.0503694932322856,0.5509841657678722,0.9957751336437317,0.44901583423212776,0.0042248663562682864,92.71385322983916,55,6794,5.347387480600103,0.0003,1015.2197804450989
35,126419,1.487078349157636,2.0396808500789088,0.5623476913082545,0.9951715813071219,0.43765230869174554,0.004828418692878089,93.21974008284509,52,6241,4.974478358337644,0.0003,1048.6018953323364
36,126419,1.4854206973104591,2.0253077403901365,0.556162282791923,0.9963786859803414,0.44383771720807697,0.0036213140196585947,93.1758918908833,51,5801,5.013536816692533,0.0003,1158.4711236953735
37,126419,1.4781586537781137,2.0153350045201535,0.5533341209256318,0.9956889118813589,0.44666587907436817,0.004311088118641115,93.16364705004293,54,5991,5.023883428177272,0.0003,1185.9139683246613
38,126419,1.4703866143945923,2.0122657853381365,0.5537249798598484,0.9941369201586481,0.44627502014015163,0.005863079841351926,93.0579915662201,51,6872,5.102690118986032,0.0003,1029.7560143470764
39,126419,1.4633208218027567,2.0092877307214025,0.5455839788529718,0.9963786859803414,0.45441602114702817,0.0036213140196585947,92.94487256036123,55,6205,5.188998103121228,0.0003,1034.3242070674896
40,126419,1.4607386060588965,2.035369420182935,0.5511316113806354,0.9962924642179686,0.4488683886193646,0.0037075357820314236,93.17309307011979,52,5803,5.008708397999655,0.0003,3248.4066739082336
41,126419,1.4561072647405617,2.024475143960685,0.5493453465695962,0.9951715813071219,0.4506546534304038,0.004828418692878089,92.9867382542822,51,6350,5.162355578548025,0.0003,1189.202306985855
