epoch,samples,train_loss,validation_loss,CER,WER,character_accuracy,word_accuracy,blank_percentage,unique_predicted_characters,unique_predicted_sequences,average_prediction_length,learning_rate,training_time
35,126419,0.7205840916429643,1.806600111575166,0.4673832068330247,0.959130884635282,0.5326167931669753,0.040869115364718045,90.36027820278389,55,9848,6.706932229694775,0.0003,2232.658703804016
36,126419,0.7013564160717376,1.7976910036785871,0.4596571796458695,0.959130884635282,0.5403428203541305,0.040869115364718045,88.91200507519498,55,10412,7.7484911191584755,0.0003,2313.2905881404877
37,126419,0.6784838396623085,1.803236957259743,0.45971039742776376,0.9480082772891878,0.5402896025722362,0.051991722710812205,89.94920140314214,56,10147,7.033022934988791,0.0003,1554.7837128639221
38,126419,0.6571084634469027,1.7598625127605827,0.4472176233419943,0.9487842731505431,0.5527823766580058,0.051215726849456855,89.41404354965108,55,10196,7.458613554061045,0.0003,1511.805127620697
39,126419,0.6406235959945646,1.7818725701862788,0.45084683833381534,0.9467149508535955,0.5491531616661847,0.05328504914640453,88.81497928872635,56,10397,7.811864114502501,0.0003,1412.7810144424438
40,126419,0.6214533655349589,1.7960631157741074,0.45377872342388553,0.945507846180376,0.5462212765761145,0.05449215381962402,88.34559372317797,55,10549,8.070788066908088,0.0003,1827.0843605995178
41,126419,0.6029548759522,1.7722368223936433,0.44401028824313865,0.9368856699430936,0.5559897117568613,0.06311433005690636,88.64448445721536,55,10495,7.841869287808243,0.0003,1315.71333527565
42,126419,0.5859088555706269,1.7700168812242092,0.4390846252173366,0.9367994481807208,0.5609153747826634,0.0632005518192792,88.67398869276411,53,10483,7.7455595792378,0.0003,3177.247589111328
43,126419,0.5689535628569575,1.791898225457215,0.4371010662428852,0.9367994481807208,0.5628989337571149,0.0632005518192792,89.7439545471508,56,9910,7.0742369374030005,0.0003,14476.08253979683
44,126419,0.5533773486778966,1.7498354624453982,0.42555291451387867,0.9283497154681841,0.5744470854861213,0.07165028453181588,88.66395958502818,58,10320,7.737799620624245,0.0003,1521.6441938877106
