epoch,samples,train_loss,validation_loss,CER,WER,character_accuracy,word_accuracy,blank_percentage,unique_predicted_characters,unique_predicted_sequences,learning_rate,training_time
1,75736,3.292218822036859,3.1008490209080297,0.9661247748117247,1.0,0.03387522518827535,0,98.64746986602978,1,1,0.0003,474.94438004493713
2,75736,3.0983800233342147,3.0792916760300146,0.9661247748117247,1.0,0.03387522518827535,0,98.64746986602978,1,1,0.0003,407.4258155822754
3,75736,3.08341723693087,3.046961851356443,0.8399556709754047,1.0,0.1600443290245953,0,95.94240959808934,3,1,0.0003,404.23892998695374
4,75736,3.0591478632833065,3.0410108704212284,0.8731469805179944,1.0,0.12685301948200556,0,97.29493973205956,2,1,0.0003,401.52817463874817
5,75736,3.0769059459620203,3.052747233183259,0.8731469805179944,1.0,0.12685301948200556,0,97.29493973205956,2,1,0.0003,412.6918976306915
6,75736,3.072936526319877,3.0563360712088175,0.8731469805179944,1.0,0.12685301948200556,0,97.29493973205956,2,1,0.0003,410.25458431243896
7,75736,3.0704518414067477,3.049199654051095,0.8731469805179944,1.0,0.12685301948200556,0,97.29493973205956,2,1,0.0003,406.1261360645294
8,75736,3.069103222332476,3.059190560963528,0.8731146783508928,1.0,0.12688532164910715,0,97.29493973205956,3,2,0.0003,403.98051714897156
9,75736,3.0676268636802604,3.049100170450762,0.8731469805179944,1.0,0.12685301948200556,0,97.29493973205956,2,1,0.0003,407.09067583084106
10,75736,3.0650386320774095,3.046426685060023,0.8731469805179944,1.0,0.12685301948200556,0,97.29493973205956,3,2,0.0003,407.57301092147827
11,75736,3.0693493134168617,3.046359867432229,0.8497694330137907,1.0,0.1502305669862093,0,96.77365936485427,3,2,0.0003,406.86968755722046
12,75736,3.052189058324784,3.017670995276165,0.8349622312885215,1.0,0.16503776871147846,0,95.94240959808934,2,1,0.0003,422.49232840538025
13,75736,3.0350791080420056,3.0150102459037926,0.8422332591057748,1.0,0.15776674089422515,0,96.25284546777625,2,3,0.0003,438.5353615283966
14,75736,3.029169356616479,3.003716026784303,0.8333691566015489,1.0,0.16663084339845113,0,96.00923144381834,3,7,0.0003,501.97512125968933
15,75736,3.021387353042132,3.0078171777331137,0.8240214531245359,1.0,0.1759785468754641,0,95.96806545508827,3,6,0.0003,432.7812237739563
16,75736,3.0168638678608337,2.9975281989935674,0.8270350250220635,1.0,0.1729649749779365,0,95.69844572153599,3,6,0.0003,448.11721539497375
17,75736,3.013219555773008,2.994914175721896,0.8230142218983588,1.0,0.17698577810164118,0,95.52853397768408,5,8,0.0003,423.98679542541504
18,75736,3.011085273144766,2.9964616521987706,0.8328720430076336,1.0,0.16712795699236638,0,95.91010654177707,4,9,0.0003,424.1825580596924
19,75736,3.009104763751399,3.010608623178866,0.8411432455958174,1.0,0.15885675440418257,0,96.17890995260665,6,8,0.0003,428.6095838546753
20,75736,3.0010900519596255,2.9746998236527458,0.816779110224653,1.0,0.183220889775347,0,95.4479512632011,12,44,0.0003,428.6929655075073
21,75736,2.97455982372234,2.9412736689092043,0.8173481307003785,0.9999137782376272,0.18265186929962152,8.622176237282897e-05,95.6941308728589,22,86,3.18356613209174,0.0003,447.33712816238403
22,75736,2.9284020379771145,2.8740057222770923,0.7883153863848451,1.0,0.2116846136151549,0,94.78346456692913,32,440,3.856871874461114,0.0003,436.7448778152466
23,75736,2.83343122586652,2.7679050743744065,0.7685474590178222,0.999482669425763,0.23145254098217782,0.0005173305742369738,94.81016998171438,43,1155,3.8371270908777375,0.0003,437.22787618637085
24,75736,2.7245665042774054,2.664797154339877,0.7882787635640275,0.9986204518020348,0.21172123643597252,0.0013795481979651525,95.89028156136881,50,1750,3.0383686842559063,0.0003,440.34619665145874
25,75736,2.6189308198736243,2.5593666511462083,0.7308108130015131,0.9989653388515262,0.26918918699848693,0.0010346611484738366,94.88363902675673,52,2739,3.780910501810657,0.0003,481.5837776660919
26,75736,2.528237310299956,2.4956232956289917,0.7402234047551617,0.9972409036040697,0.2597765952448383,0.002759096395930305,95.40270366085755,54,3083,3.3950681151922746,0.0003,434.2805497646332
27,75736,2.452631623723812,2.431005720921456,0.692446159562652,0.9981031212277979,0.307553840437348,0.0018968787722021263,94.571220659029,54,3288,4.005173305742369,0.0003,433.8499946594238
28,75736,2.3923168686003335,2.387729541657713,0.6839049070330038,0.9968960165545784,0.3160950929669962,0.003103983445421621,94.57530227264246,55,3893,4.006639075702707,0.0003,440.50515699386597
29,75736,2.3368251715020687,2.3525006334315317,0.673013576789982,0.9974133471288154,0.32698642321001803,0.002586652871184647,94.4622998843154,58,4293,4.079065356095879,0.0003,441.36262559890747
30,75736,2.2929618495095867,2.3149536503247976,0.651643873928376,0.9976720124159337,0.34835612607162403,0.002327987584066271,94.09367186625369,58,4589,4.349543024659424,0.0003,434.524619102478
31,75736,2.2510279091189167,2.2882105538996127,0.6426935728209583,0.998016899465425,0.3573064271790417,0.0019831005345749553,93.91186513415681,58,4734,4.481807208139334,0.0003,434.2030472755432
32,75736,2.217653140923017,2.2664290564776124,0.635880700099562,0.9971546818416969,0.364119299900438,0.002845318158303134,93.8810781057581,56,5207,4.515088808415244,0.0003,439.7463173866272
33,75736,2.184810363647048,2.2482398945437976,0.6288086262090689,0.9977582341783066,0.37119137379093115,0.002241765821693442,93.74591838638653,59,5238,4.601483014312812,0.0003,433.8836877346039
34,75736,2.155648009757931,2.2377202743997917,0.6298816646689183,0.9973271253664425,0.37011833533108174,0.002672874633557476,94.01052356607083,58,4650,4.408777375409553,0.0003,433.45094060897827
35,75736,2.1306715565589998,2.206145152244358,0.6086649338511406,0.997585790653561,0.3913350661488594,0.002414209346438989,93.41157592267791,56,6082,4.852647008104846,0.0003,438.4160113334656
36,75736,2.1052488047813736,2.1966442460856164,0.6096897549736003,0.9965511295050871,0.39031024502639966,0.0034488704949129367,93.443995596522,58,6188,4.832729780996724,0.0003,440.3538279533386
37,75736,2.0818991137296274,2.191057170718169,0.6092929619508086,0.9967235730298327,0.3907070380491914,0.003276426970167279,93.39968093443296,62,6370,4.856785652698741,0.0003,441.1981372833252
38,75736,2.060018412916782,2.1733487929851227,0.6081784306555504,0.9955164683566132,0.39182156934444956,0.004483531643386773,93.53624006418629,56,6390,4.76513191929643,0.0003,436.4846987724304
39,75736,2.0411700296865316,2.1637598223594265,0.5960718421032413,0.9968097947922056,0.40392815789675873,0.00319020520779445,93.1933845206553,57,6428,5.012933264355923,0.0003,438.0187020301819
40,75736,2.020628199881524,2.1700852327767155,0.5950722516923846,0.9968960165545784,0.40492774830761535,0.003103983445421621,93.14487162742098,58,6551,5.039058458354889,0.0003,628.6486134529114
