epoch,samples,train_loss,validation_loss,CER,WER,character_accuracy,word_accuracy,blank_percentage,unique_predicted_characters,unique_predicted_sequences,average_prediction_length,learning_rate,training_time
1,126419,3.36241800276366,3.107287429909404,0.9282920897798377,0.9999137782376272,0.07170791022016232,8.622176237282897e-05,97.30695133783632,16,33,1.9911191584755992,0.0003,180.2239534854889
2,126419,2.2228718078821346,2.8113978953400918,0.8367413603888628,0.9995688911881359,0.16325863961113718,0.00043110881186414485,96.27955088256148,40,634,2.750732884980169,0.0003,179.14530277252197
3,126419,1.7330420513872375,2.49933037022257,0.6865386096593525,0.9987928953267805,0.31346139034064746,0.0012071046732194946,94.08399261111319,47,4232,4.371012243490257,0.0003,178.26008105278015
4,126419,1.5174562571411403,2.286597085393165,0.623040428142074,0.998016899465425,0.37695957185792595,0.0019831005345749553,93.73938780460499,50,4902,4.586652871184687,0.0003,178.24036741256714
5,126419,1.399095627875969,2.1736204955860274,0.6096163524850866,0.9953440248318676,0.3903836475149134,0.004655975168132431,94.09472142404,54,5167,4.338592860838076,0.0003,179.03801727294922
6,126419,1.327198377170915,2.0879034519852357,0.5812363485938176,0.9947404724952578,0.41876365140618244,0.005259527504742234,93.68982535358435,59,5332,4.618296257975513,0.0003,181.75265097618103
7,126419,1.2679329700513418,2.0304974383230707,0.5553744599543393,0.9966373512674599,0.4446255400456607,0.0033626487325401078,93.10382225622271,57,5697,5.055181927918607,0.0003,179.36532354354858
8,126419,1.2255625169327276,1.9925817303749485,0.5436920902743916,0.9959475771684774,0.4563079097256084,0.0040524228315226285,92.94242359219315,55,5928,5.188394550784618,0.0003,178.41414308547974
9,126419,1.1919170054294768,1.9902069161417728,0.537026920625593,0.9949991377823763,0.462973079374407,0.005000862217623747,92.68994663581745,57,6618,5.3713571305397485,0.0003,178.7733006477356
10,126419,1.1628002403084763,1.9385425440207658,0.5262538005371153,0.9937058113467839,0.47374619946288465,0.006294188653216071,92.5444079561145,54,6629,5.450163821348508,0.0003,179.634907245636
11,126419,1.1345399709117168,1.9306675987138564,0.5228842597408578,0.9943955854457666,0.47711574025914216,0.005604414554233439,92.52131768481546,57,6770,5.482496982238317,0.0003,178.84908652305603
12,126419,1.1085967720837209,1.9099232506817694,0.5337434259312308,0.9865494050698397,0.4662565740687692,0.01345059493016032,93.03478467738925,57,6767,5.122693567856527,0.0003,178.96770882606506
13,126419,1.0801789805093194,1.8837747304564336,0.515882860751397,0.9894809449905156,0.484117139248603,0.010519055009484357,91.77718121431504,56,7233,5.737368511812382,0.0003,181.69472479820251
14,126419,1.0503930687391436,1.8860456956647973,0.5123678057658634,0.9900844973271253,0.4876321942341366,0.009915502672874665,92.28819923872075,57,7263,5.673305742369374,0.0003,178.97706127166748
15,126419,1.021311432658736,1.8635113991324894,0.5097252056777735,0.9812898775650974,0.49027479432222654,0.018710122434902554,92.2447008993544,56,8171,5.713916192446973,0.0003,178.78480219841003
16,126419,0.9895093453002863,1.8628018073142396,0.5006266608529972,0.9825832040006898,0.49937333914700277,0.01741679599931023,91.94242825689443,56,8177,5.901017416795999,0.0003,177.938090801239
17,126419,0.961622482400941,1.841591037994574,0.5022092655141114,0.9779272288325573,0.4977907344858886,0.022072771167442662,92.10954117998284,55,8449,5.800310398344542,0.0003,179.2431721687317
18,126419,0.9419820193428535,1.8419751145622947,0.5006721962033148,0.9718917054664598,0.4993278037966852,0.028108294533540246,91.94755942829421,57,8637,5.923693740300052,0.0003,182.72393774986267
19,126419,0.899540262210523,1.8337170801872065,0.4931251865977088,0.97128815312985,0.5068748134022911,0.02871184687015005,91.47245960368699,55,9254,6.259958613554061,0.0003,179.52714252471924
20,126419,0.8796120292399389,1.8325003930688233,0.4862717255465978,0.9743059148128987,0.5137282744534022,0.025694085187101257,91.075260290331,55,9396,6.545956199344714,0.0003,181.2072672843933
21,126419,0.8397973631490969,1.8137040762205097,0.4908654642775812,0.9767201241593378,0.5091345357224188,0.023279875840662156,88.18209594357577,55,9780,7.009398172098638,0.0003,179.37100219726562
22,126419,0.8066623045640244,1.7885848250927676,0.47218579957373047,0.9713743748922228,0.5278142004262696,0.02862562510777722,90.92552337948277,57,9403,6.621141576133816,0.0003,179.6509656906128
23,126419,0.7735658459906577,1.8043459489654248,0.4731232124712021,0.9664597344369719,0.5268767875287979,0.03354026556302814,90.69403757883346,57,9693,6.786170029315399,0.0003,179.6679961681366
24,126419,0.7412437359250609,1.795837000381848,0.4688346295769032,0.9675806173478186,0.5311653704230967,0.03241938265218136,90.29275665186401,56,9953,6.978358337644422,0.0003,179.66903257369995
25,126419,0.7098567363386726,1.8122344854449437,0.46842553972979467,0.965942403862735,0.5315744602702053,0.034057596137265,89.54547150800462,55,10270,7.571046732195206,0.0003,182.52952241897583
26,126419,0.6850499686441129,1.7794523613512023,0.45810434896457775,0.9578375581996896,0.5418956510354223,0.04216244180031037,89.73205955890585,56,10111,7.403862734954302,0.0003,179.12467670440674
27,126419,0.6525159770779838,1.8120634710164767,0.4685998747584242,0.9613726504569753,0.5314001252415759,0.038627349543024714,89.02197540769488,55,10533,7.934471460596654,0.0003,181.17200589179993
