epoch,samples,train_loss,validation_loss,CER,WER,character_accuracy,word_accuracy,blank_percentage,unique_predicted_characters,unique_predicted_sequences,average_prediction_length,learning_rate,training_time
59,75736,1.7640759738930982,2.1553120343809944,0.5837645501318169,0.9913778237627177,0.41623544986818306,0.008622176237282342,92.57950983319029,56,8896,5.450767373685118,0.0001,456.00015354156494
60,75736,1.754174830493516,2.155789984159233,0.5739584364877263,0.9954302465942404,0.42604156351227374,0.004569753405759602,92.03257360898608,56,8901,5.849974133471288,0.0001,453.15206933021545
61,75736,1.7430480025617392,2.1612350172247767,0.5871574326541836,0.990256940851871,0.41284256734581637,0.009743059148129007,92.59583628764415,56,8961,5.43007415071564,0.0001,453.6501259803772
62,75736,1.73332729901651,2.1602906409045555,0.5892211212800348,0.9896533885152613,0.4107788787199652,0.0103466114847387,92.7291301265067,58,9062,5.336695982065874,0.0001,438.7545590400696
63,75736,1.7243974272792835,2.189637405813233,0.5772478732075682,0.9961200206932229,0.4227521267924318,0.0038799793067770816,91.23724204201963,58,9873,6.429815485428522,0.0001,440.362802028656
64,75736,1.7147044035065864,2.1600217402145554,0.5801990810251868,0.9925849284359373,0.4198009189748132,0.007415071564062736,92.14837481807665,55,9347,5.770650112088291,0.0001,438.18415546417236
65,75736,1.7058563654464058,2.1617619623494213,0.5748808768613903,0.9964649077427142,0.42511912313860967,0.0035350922572857657,91.82196234653132,56,9012,6.013967925504398,0.0001,1404.8471984863281
66,75736,1.6957827298309816,2.1655144717739305,0.5735490706480312,0.9954302465942404,0.4264509293519688,0.004569753405759602,91.77158357278799,57,9423,6.050439730988101,0.0001,1152.7260580062866
67,75736,1.6862768149849328,2.1678333745515053,0.5778257733032159,0.9948266942576306,0.42217422669678406,0.005173305742369405,91.87770552673807,56,9393,5.976892567684083,0.0001,442.3473017215729
68,75736,1.679069658598922,2.1856375141248887,0.5906421484387797,0.9900844973271253,0.4093578515612203,0.009915502672874665,92.2763042504758,54,9720,5.666321779617175,0.0001,448.0303943157196
69,75736,1.6699659610328466,2.188874174412289,0.5817820504400318,0.9936195895844111,0.41821794955996816,0.0063804104155889,91.85823039892526,56,9709,5.9599068804966375,0.0001,443.27759194374084
70,75736,1.6623254732890225,2.194358277911982,0.5838924718332573,0.9935333678220383,0.4161075281667427,0.006466632177961729,91.5358995409934,58,10197,6.214002414209347,0.0001,444.26823258399963
71,75736,1.65235365031387,2.194104614665029,0.5802616108074917,0.9941369201586481,0.4197383891925083,0.005863079841351926,91.62989327163488,58,9711,6.147784100707018,0.0001,444.5904836654663
72,75736,1.6461777856796163,2.193587909060076,0.5880672902367163,0.9904293843766167,0.41193270976328367,0.00957061562338335,92.12131955069597,57,9694,5.78772202103811,0.0001,452.0802872180939
73,75736,1.6365319410355523,2.2068799238231227,0.5761128175170777,0.9968097947922056,0.42388718248292234,0.00319020520779445,91.47665783483225,56,9700,6.253319537851354,0.0001,442.7782258987427
74,75736,1.6314507241887688,2.1937502599616354,0.5809537810669739,0.9932747025349198,0.41904621893302607,0.0067252974650802155,91.88738478187857,58,9730,5.948784273150543,0.0001,443.0280544757843
75,75736,1.622730300101138,2.2470688143380744,0.5849985886786728,0.9960337989308502,0.4150014113213272,0.0039662010691497995,90.68669067432921,55,10404,6.829108466977065,0.0001,491.77611804008484
76,75736,1.6153588699398034,2.217286821567651,0.5781421600413149,0.9940506983962752,0.4218578399586851,0.005949301603724755,91.50487927753107,59,10015,6.207622003793758,0.0001,459.1776168346405
77,75736,1.6082966215357681,2.2148688581692615,0.5897207365395684,0.9916364890498361,0.41027926346043164,0.008363510950163855,91.85939657424339,59,10034,5.972581479565442,0.0001,441.7658200263977
78,75736,1.6006170095750738,2.2067395626020825,0.5788796932883441,0.9949129160200034,0.4211203067116559,0.005087083979996576,91.53963130201141,58,9715,6.210122434902569,0.0001,441.8965129852295
