global_epoch,packet,train_loss,val_loss,cer,wer,char_accuracy,word_accuracy,duration,samples_per_sec,unique_chars,unique_words,dominant_char,dominance_pct
2,packet_001,3.2691008260074894,3.162637405121288,0.8569776371010628,1.0,0.14302236289893722,0,462.2194423675537,10.834680545561458,2,1,க,50.0
3,packet_001,3.2373814788489295,3.140314189009011,0.8734228980317861,1.0,0.12657710196821392,0,760.427175283432,6.585772001287804,2,1,ப,50.0
